assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,11/11/1993,0,0,TRUE,TRUE,None,None,0,0,101148,None,,0,0,0,0,0,483,199,0,None,,0,2,2.4,None,0,0,0,0,0,0,0,0,0,Jamaal,0,136,87,0,0,0,FALSE,0,489,200,480,FALSE,0,489,200,0,,None,45,358,67,p101148,0,0,None,0,,101148.jpg,0,492,200,0,241,FALSE,0,0,Lascelles,0.1,523,199,FALSE,None,0,0,a,15,4,04/08/2014,0,460,198,0,0,0,0,0,0,0,Lascelles,0
0,25/06/2004,0,0,TRUE,TRUE,None,None,0,0,545477,None,,0,0,0,0,0,455,181,0,None,,0,2,1.5,None,0,0,0,0,0,0,0,0,0,Alex,0,93,54,0,0,0,FALSE,0,464,182,481,FALSE,0,464,182,0,,None,40,637,196,p545477,0,0,None,0,,545477.jpg,0,467,182,0,104,FALSE,0,0,Murphy,0.8,207,69,FALSE,None,0,0,a,15,4,19/07/2023,0,429,177,0,0,0,0,0,0,0,A.Murphy,0
0,14/11/2001,0,0,TRUE,TRUE,None,None,0,0,441024,None,,0,0,0,0,0,415,156,0,None,,0,2,1.5,None,0,0,0,0,0,0,0,0,0,Harrison,0,46,24,0,0,0,FALSE,0,425,158,482,FALSE,0,425,158,0,,None,40,590,166,p441024,0,0,None,0,,441024.jpg,0,428,158,0,243,FALSE,0,0,Ashby,0.2,418,167,FALSE,None,0,0,a,15,4,31/01/2023,0,384,149,0,0,0,0,0,0,0,Ashby,0
0,None,0,0,TRUE,TRUE,None,None,0,0,578512,None,,0,0,0,0,0,466,189,0,None,,0,2,1.5,None,0,0,0,0,0,0,0,0,0,Miodrag,0,109,67,0,0,0,FALSE,0,475,190,483,FALSE,0,475,190,0,,None,40,653,209,p578512,0,0,None,0,,578512.jpg,0,478,190,0,None,FALSE,0,0,Pivaš,0.2,413,165,FALSE,None,0,0,a,15,4,None,0,442,187,0,0,0,0,0,0,0,Pivas,0
0,18/09/1995,0,7,TRUE,TRUE,None,None,0,0,169359,None,,0,0,0,0,5.6,349,127,0,None,,0,2,1.5,None,0,0.07,0.32,0.07,0.32,0,0.26,1.17,0,Matt,0,22,7,0,0,0,FALSE,1,377,136,484,FALSE,5,372,137,20,,None,40,566,149,p169359,0,0,None,0,,169359.jpg,1,338,120,0,241,FALSE,0,0,Targett,0.5,253,89,FALSE,None,0,0,a,15,4,01/07/2022,0,362,134,2,0,0,0,0,0,0.5,Targett,0
6,24/02/2001,9,476,TRUE,TRUE,None,None,10,0.37,232826,3,,0,0,0,0,777.3,23,22,0,None,,0,3,3,None,0,4.8,0.18,12.99,0.48,8.19,32.62,1.21,0.3,Anthony,0,648,287,33,1.22,6,FALSE,196.8,36,28,485,FALSE,537,111,45,2428,,None,75,26,15,p232826,0,1,3,0,,232826.jpg,3.6,82,41,0,241,FALSE,0,0,Gordon,2.9,106,36,FALSE,None,28,1.04,a,15,4,29/01/2023,655,43,27,124,0,0,0,0,0,16.5,Gordon,2
11,27/04/2002,15,535,TRUE,TRUE,None,None,12,0.43,449434,None,,0,0,0,0,785.4,21,20,0,None,,0,3,2.8,None,0,5.12,0.18,9.93,0.35,4.81,38.74,1.4,0.17,Anthony,0,638,282,35,1.26,6,FALSE,199.8,30,24,486,FALSE,627,75,30,2496,,None,70,40,27,p449434,0,0,None,0,,449434.jpg,4,46,24,0,206,FALSE,0,0,Elanga,10.5,43,13,FALSE,None,31,1.12,a,15,4,11/07/2025,582,51,34,153,0,0,0,0,0,21.9,Elanga,1
5,09/12/1997,13,442,TRUE,TRUE,None,None,6,0.31,201666,None,,0,0,0,0,407.1,88,69,0,None,,0,3,2.7,None,0,4.4,0.23,10.85,0.56,6.45,24.32,1.25,0.33,Harvey,0,600,252,23,1.19,9,FALSE,163.1,60,43,487,FALSE,522.2,115,48,1746,,None,65,50,35,p201666,0,0,None,0,,201666.jpg,3.9,53,25,0,241,FALSE,0,0,Barnes,0.5,269,90,FALSE,None,17,0.88,a,15,4,23/07/2023,701,35,21,130,0,0,0,0,0,20,Barnes,0
6,16/11/1997,10,661,TRUE,TRUE,None,None,13,0.36,208706,None,,0,0,0,0,796,18,17,0,None,,0,3,2.7,None,0,5.32,0.15,9.66,0.27,4.34,43.41,1.19,0.12,Bruno,0,603,254,44,1.21,5,FALSE,197.5,35,27,488,FALSE,723,47,14,3273,,None,65,53,37,p208706,0,0,None,0,,208706.jpg,3.6,80,40,0,30,FALSE,0,0,Guimarães Rodriguez Moura,1.4,162,55,FALSE,None,38,1.04,a,15,4,30/01/2022,454,66,45,135,0,0,0,0,0,20.8,Bruno G.,7
13,24/02/1995,11,601,TRUE,TRUE,None,None,11,0.42,114243,None,,0,0,0,0,625.2,47,40,0,None,,0,3,2.7,None,0,6.14,0.23,12.03,0.45,5.89,28.19,1.08,0.22,Jacob,0,596,248,31,1.18,8,FALSE,185.6,47,35,489,FALSE,713.4,49,16,2356,,None,65,46,31,p114243,0,0,None,0,,114243.jpg,4.5,21,11,0,241,FALSE,0,0,Murphy,2.9,105,35,FALSE,None,31,1.18,a,15,4,19/07/2017,519,56,38,159,0,0,0,0,0,24.5,J.Murphy,4
4,14/08/1996,11,374,TRUE,TRUE,None,None,10,0.38,180974,None,,0,0,0,0,389.3,94,70,0,None,,0,3,2.6,None,0,2.17,0.08,5.91,0.22,3.74,31.79,1.2,0.14,Joelinton Cássio,0,566,230,32,1.2,4,FALSE,132.7,89,60,490,FALSE,469.8,134,56,2394,,None,60,85,59,p180974,0,0,None,0,,180974.jpg,3.4,102,49,0,30,FALSE,0,0,Apolinário de Lira,0.4,280,95,FALSE,None,29,1.09,a,15,4,24/07/2019,465,65,44,99,0,0,0,0,0,16.5,Joelinton,10
2,08/05/2000,10,536,TRUE,TRUE,None,None,11,0.38,432422,4,,0,0,0,0,496.3,72,58,0,5,,0,3,2.5,None,0,2.77,0.09,7.23,0.24,4.46,33.18,1.14,0.15,Sandro,0,511,196,34,1.17,4,FALSE,133.5,88,59,491,FALSE,539.4,110,44,2625,,None,55,161,104,p432422,0,0,None,0,,432422.jpg,2.9,144,66,0,106,FALSE,0,0,Tonali,2.4,116,37,FALSE,None,28,0.96,a,15,4,03/07/2023,299,103,72,106,0,0,0,0,0,19.3,Tonali,5
0,14/11/2006,0,0,TRUE,TRUE,None,None,0,0,640108,None,,0,0,0,0,0,635,279,0,None,,0,3,2,None,0,0,0,0,0,0,0,0,0,Antoñito,0,460,167,0,0,0,FALSE,0,635,279,492,FALSE,0,635,279,0,,None,50,345,222,p640108,0,0,None,0,,640108.jpg,0,635,279,0,200,FALSE,0,0,Cordero Campillo,0.1,613,257,FALSE,None,0,0,a,15,4,01/07/2025,0,628,276,0,0,0,0,0,0,0,Antoñito C.,0
2,20/08/1999,0,139,TRUE,TRUE,None,None,4,0.34,200089,None,,0,0,0,0,273.8,133,93,0,None,,0,3,2,None,0,0.93,0.08,2.58,0.22,1.65,15.01,1.27,0.14,Joe,0,359,99,16,1.35,0,FALSE,63.9,213,113,494,FALSE,172.8,269,125,1065,,None,50,244,154,p200089,0,0,None,0,,200089.jpg,1.4,317,148,0,241,FALSE,0,0,Willock,0.2,423,136,FALSE,None,11,0.93,a,15,4,13/08/2021,197,155,101,46,0,0,0,0,0,9.2,Willock,4
0,22/03/1995,0,0,TRUE,TRUE,None,None,0,0,153127,None,,0,0,0,0,0,485,186,0,None,,0,3,1.5,None,0,0,0,0,0,0,0,0,0,Isaac,0,152,2,0,0,0,FALSE,0,491,186,495,FALSE,0,491,186,0,,None,45,374,224,p153127,0,0,None,0,,153127.jpg,0,494,187,0,107,FALSE,0,0,Hayden,0.1,530,193,FALSE,None,0,0,a,15,4,11/07/2016,0,464,178,0,0,0,0,0,0,0,Hayden,0
0,None,0,0,TRUE,TRUE,None,None,0,0,564510,None,,0,0,0,0,0,564,233,0,None,,0,3,1.5,None,0,0,0,0,0,0,0,0,0,Garang,0,287,58,0,0,0,FALSE,0,568,233,496,FALSE,0,568,233,0,,None,45,509,280,p564510,0,0,None,0,,564510.jpg,0,569,234,0,None,FALSE,0,0,Kuol,0.1,609,254,FALSE,None,0,0,a,15,4,None,0,547,226,0,0,0,0,0,0,0,Kuol,0
0,01/05/2006,1,88,TRUE,TRUE,None,None,0,0,547719,None,,0,0,0,0,33.5,302,159,0,None,,0,3,1.5,None,0,0.3,0.09,0.87,0.26,0.57,5.68,1.68,0.17,Lewis,0,274,50,4,1.18,1,FALSE,16.7,309,150,497,FALSE,87.4,310,148,304,,None,45,496,272,p547719,0,0,None,0,,547719.jpg,1.5,302,141,0,241,FALSE,0,0,Miley,3.4,92,27,FALSE,None,1,0.3,a,15,4,01/02/2023,45,270,144,21,0,0,0,0,0,4.7,L.Miley,0
0,01/10/2002,0,0,FALSE,TRUE,0,None,0,0,461484,None,,0,0,0,0,0,516,199,0,None,,0,3,0,None,0,0,0,0,0,0,0,0,0,Joe,0,217,18,0,0,0,FALSE,0,520,199,498,FALSE,0,520,199,0,Has joined Leyton Orient on loan for the rest of the season.,2025-07-30T14:07:15.215025Z,45,439,240,p461484,0,0,None,0,,461484.jpg,0,523,200,0,241,FALSE,0,0,White,0.1,483,163,FALSE,None,0,0,u,15,4,29/01/2024,0,496,191,0,0,0,0,0,0,0,White,0
6,21/09/1999,36,848,TRUE,TRUE,None,None,12,0.39,219168,None,,0,0,0,0,573.1,56,2,0,3,,0,4,3.6,None,0,3.59,0.12,23.92,0.78,20.33,36.85,1.2,0.66,Alexander,0,665,69,41,1.34,23,FALSE,292.7,5,1,499,FALSE,1043,5,1,2758,,None,105,3,2,p219168,0,0,2,0,,219168.jpg,6.2,3,1,0,206,FALSE,0,0,Isak,31.8,7,2,FALSE,None,34,1.11,a,15,4,26/08/2022,1320,3,2,211,0,0,0,0,0,20.1,Isak,1
0,04/08/2003,1,59,TRUE,TRUE,None,None,0,0,538207,None,,0,0,0,0,25.1,316,30,0,None,,0,4,2.2,None,0,0.05,0.04,0.21,0.16,0.16,3.18,2.31,0.12,William,0,547,41,3,2.18,1,FALSE,10.5,330,29,500,FALSE,42.4,336,29,124,,None,55,197,37,p538207,0,0,None,0,,538207.jpg,1.4,321,28,0,58,FALSE,0,0,Osula,0.2,438,65,FALSE,None,0,0,a,15,4,08/08/2024,37,275,31,19,0,0,0,0,0,3.5,Osula,0
0,27/05/2007,0,0,TRUE,TRUE,None,None,0,0,599303,None,,0,0,0,0,0,581,52,0,None,,0,4,1.5,None,0,0,0,0,0,0,0,0,0,Sean,0,311,20,0,0,0,FALSE,0,585,52,501,FALSE,0,585,52,0,,None,45,533,69,p599303,0,0,None,0,,599303.jpg,0,586,52,0,241,FALSE,0,0,Neave,0.3,359,57,FALSE,None,0,0,a,15,4,07/02/2025,0,566,52,0,0,0,0,0,0,0,Neave,0
1,26/02/1992,11,521,TRUE,TRUE,None,None,13,0.34,85633,None,,0,0,0,0,20.2,323,5,0,None,,0,1,3.1,None,0,0.26,0.01,0.26,0.01,0,50.17,1.32,0,Matz,0,330,63,46,1.21,0,FALSE,96.7,134,3,502,FALSE,942.2,10,3,3420,,None,50,215,6,p85633,0,0,None,0,,85633.jpg,3.9,48,8,0,21,FALSE,120,3.16,Sels,17.8,21,3,FALSE,None,38,1,a,16,17,01/02/2024,0,577,64,150,0,0,0,0,0,30,Sels,4
0,09/10/1998,0,0,TRUE,TRUE,None,None,0,0,475123,None,,0,0,0,0,0,432,48,0,None,,0,1,1,None,0,0,0,0,0,0,0,0,0,Carlos Miguel,0,64,31,0,0,0,FALSE,0,442,57,503,FALSE,0,442,57,0,,None,40,608,63,p475123,0,0,None,0,,475123.jpg,0,445,57,0,30,FALSE,0,0,dos Santos Pereira,0.3,340,47,FALSE,None,0,0,a,16,17,09/07/2024,0,401,33,0,0,0,0,0,0,0,C.Miguel,0
0,24/06/1994,0,0,TRUE,TRUE,None,None,0,0,224068,None,,0,0,0,0,0,404,36,0,None,,0,1,1,None,0,0,0,0,0,0,0,0,0,Matt,0,33,19,0,0,0,FALSE,0,414,45,504,FALSE,0,414,45,0,,None,40,577,51,p224068,0,0,None,0,,224068.jpg,0,417,45,0,229,FALSE,0,0,Turner,1.5,157,22,FALSE,None,0,0,a,16,17,09/08/2023,0,372,21,0,0,0,0,0,0,0,Turner,0
2,12/10/1997,2,499,TRUE,TRUE,None,None,13,0.35,227444,None,,0,0,0,0,107.9,233,74,0,None,,0,2,3.3,None,0,0.73,0.02,4.78,0.13,4.05,48.95,1.32,0.11,Nikola,0,501,201,45,1.22,5,FALSE,127.2,94,15,505,FALSE,805.2,28,11,3330,,None,55,151,19,p227444,0,0,None,0,,227444.jpg,3.9,50,3,0,190,FALSE,0,0,Milenković,7.6,56,21,FALSE,None,37,1,a,16,17,18/07/2024,361,85,5,145,0,0,0,0,0,26.4,Milenković,4
0,04/07/2002,18,541,TRUE,TRUE,None,None,12,0.34,575476,None,,0,0,0,0,211.2,166,35,0,3,,0,2,3.3,None,0,1.15,0.03,2.62,0.07,1.47,47.42,1.34,0.04,Murillo,0,554,212,44,1.24,2,FALSE,134,87,13,506,FALSE,927.2,13,3,3188,,None,55,204,30,p575476,0,0,None,0,,575476.jpg,3.6,77,12,0,30,FALSE,0,0,Costa dos Santos,4,83,29,FALSE,None,36,1.02,a,16,17,31/08/2023,201,150,26,130,0,0,0,0,0,23.6,Murillo,6
1,08/10/1996,15,483,TRUE,TRUE,None,None,12,0.36,159506,None,,0,0,0,0,282.3,131,26,0,None,,0,2,2.6,None,0,2.25,0.07,2.88,0.09,0.63,40.59,1.22,0.02,Ola,0,344,165,39,1.17,2,FALSE,94.1,140,37,507,FALSE,578.2,97,33,2996,,None,50,229,34,p159506,0,0,None,0,,159506.jpg,3.7,66,8,0,157,FALSE,0,0,Aina,18.5,19,8,FALSE,None,35,1.05,a,16,17,22/07/2023,80,239,79,128,0,0,0,0,0,25.6,Aina,5
3,13/04/2001,8,435,TRUE,TRUE,None,None,10,0.35,215136,None,,0,0,0,0,305.3,121,23,0,None,,0,2,2.6,None,0,1.54,0.05,3.83,0.13,2.29,38.5,1.34,0.08,Neco,0,375,172,31,1.08,1,FALSE,118,109,25,508,FALSE,628.4,73,25,2588,,None,50,260,41,p215136,0,0,None,0,,215136.jpg,3.1,124,33,0,244,FALSE,0,0,Williams,2.5,113,37,FALSE,None,28,0.97,a,16,17,11/07/2022,244,121,17,109,0,0,0,0,0,21.8,N.Williams,7
0,19/07/1999,0,0,TRUE,TRUE,None,None,0,0,451432,None,,0,0,0,0,0,513,208,0,None,,0,2,1.9,None,0,0,0,0,0,0,0,0,0,David,0,214,138,0,0,0,FALSE,0,517,209,509,FALSE,0,517,209,0,,None,45,436,118,p451432,0,0,None,0,,451432.jpg,0,520,209,0,6,FALSE,0,0,Mota Veiga Teixeira do Carmo,0.1,592,213,FALSE,None,0,0,a,16,17,25/08/2024,0,493,208,0,0,0,0,0,0,0,David Carmo,0
0,07/03/2005,0,0,TRUE,TRUE,None,None,0,0,575458,None,,0,0,0,0,0,570,216,0,None,,0,2,1.9,None,0,0,0,0,0,0,0,0,0,Jair,0,295,158,0,0,0,FALSE,0,574,217,510,FALSE,0,574,217,0,,None,45,517,138,p575458,0,0,None,0,,575458.jpg,0,575,217,0,30,FALSE,0,0,Paula da Cunha Filho,0.1,510,194,FALSE,None,0,0,a,16,17,11/07/2025,0,554,216,0,0,0,0,0,0,0,Jair Cunha,0
0,30/06/2001,2,125,TRUE,TRUE,None,None,3,0.3,485047,None,,0,0,0,0,10.8,341,126,0,None,,0,2,1.9,None,0,0.03,0,0.21,0.02,0.18,14.21,1.44,0.02,Felipe,0,226,143,14,1.41,0,FALSE,24,296,107,511,FALSE,205.2,248,90,891,,None,45,448,123,p485047,0,0,None,0,,485047.jpg,1.4,314,115,0,30,FALSE,0,0,Rodrigues da Silva,0.1,521,198,FALSE,None,6,0.61,a,16,17,30/08/2024,22,300,111,36,0,0,0,0,0,8,Morato,5
0,15/02/1998,0,0,TRUE,TRUE,None,None,0,0,204822,None,,0,0,0,0,0,492,203,0,None,,0,2,1.9,None,0,0,0,0,0,0,0,0,0,Omar,0,168,110,0,0,0,FALSE,0,497,204,512,FALSE,0,497,204,0,,None,45,390,90,p204822,0,0,None,0,,204822.jpg,0,500,204,0,241,FALSE,0,0,Richards,0.1,607,214,FALSE,None,0,0,a,16,17,10/07/2022,0,471,202,0,0,0,0,0,0,0,O.Richards,0
0,None,0,0,TRUE,TRUE,None,None,0,0,549067,None,,0,0,0,0,0,458,184,0,None,,0,2,1,None,0,0,0,0,0,0,0,0,0,Zach,0,97,58,0,0,0,FALSE,0,467,185,513,FALSE,0,467,185,0,,None,40,641,200,p549067,0,0,None,0,,549067.jpg,0,470,185,0,None,FALSE,0,0,Abbott,0.3,357,139,FALSE,None,0,0,a,16,17,None,0,432,180,0,0,0,0,0,0,0,Abbott,0
0,03/02/1991,0,26,TRUE,TRUE,None,None,0,0,90585,None,,0,0,0,0,0.4,368,138,0,None,,0,2,1,None,0,0,0,0.07,0.04,0.07,2.68,1.65,0.04,Willy,0,11,2,1,0.62,0,FALSE,6.8,347,127,514,FALSE,51,330,122,146,,None,40,555,144,p90585,0,0,None,0,,90585.jpg,1,336,119,0,54,FALSE,0,0,Boly,0.6,237,82,FALSE,None,1,0.62,a,16,17,01/09/2022,17,306,114,6,0,0,0,0,0,1.5,Boly,1
11,27/01/2000,18,594,TRUE,TRUE,None,None,13,0.42,222531,None,,0,0,0,0,793.7,20,19,0,2,,0,3,2.5,None,0,4.68,0.15,10.99,0.35,6.31,41.21,1.32,0.2,Morgan,0,645,285,34,1.09,7,FALSE,210.6,22,17,515,FALSE,680.4,56,20,2806,,None,75,23,13,p222531,0,0,2,0,,222531.jpg,4.5,23,13,1,241,FALSE,0,0,Gibbs-White,4.6,77,23,FALSE,None,34,1.09,a,16,17,19/08/2022,632,46,29,154,0,0,0,0,0,20.5,Gibbs-White,9
3,07/11/2000,7,454,TRUE,TRUE,None,None,11,0.45,209046,None,,0,0,0,0,663.9,40,35,0,None,,0,3,2.1,None,0,2.54,0.1,5.06,0.2,2.52,27.79,1.14,0.1,Callum,0,570,234,23,0.95,5,FALSE,151,70,49,516,FALSE,445.6,142,62,2190,,None,60,89,63,p209046,0,0,None,0,,209046.jpg,3.3,113,54,0,241,FALSE,0,0,Hudson-Odoi,2.2,127,39,FALSE,None,25,1.03,a,16,17,01/09/2023,405,76,53,103,0,0,0,0,0,17.2,Hudson-Odoi,2
6,06/11/2002,8,526,TRUE,TRUE,None,None,13,0.43,215379,3,,0,0,0,0,605.2,50,43,0,None,,0,3,2,None,0,3.51,0.12,5.55,0.19,2.04,40.36,1.33,0.07,Elliot,0,495,186,37,1.22,2,FALSE,155.6,66,46,517,FALSE,638.8,67,25,2726,,None,55,145,94,p215379,0,0,None,0,,215379.jpg,2.9,143,65,0,241,FALSE,0,0,Anderson,3,101,32,FALSE,None,33,1.09,a,16,17,01/07/2024,308,97,67,107,0,0,0,0,0,19.5,Anderson,10
2,01/08/1999,0,212,TRUE,TRUE,None,None,1,0.11,510500,None,,0,0,0,0,182.9,184,124,0,None,,0,3,2,None,0,1.87,0.2,4,0.43,2.13,12.56,1.35,0.23,João Pedro,0,542,215,16,1.72,3,FALSE,64.6,210,111,518,FALSE,221.8,232,111,835,,None,55,192,123,p510500,0,0,None,0,,510500.jpg,1.7,287,133,0,173,FALSE,0,0,Ferreira da Silva,0.1,536,196,FALSE,None,5,0.54,a,16,17,01/08/2024,239,123,82,52,0,0,0,0,0,9.5,Jota,5
1,28/06/1998,0,292,TRUE,TRUE,0,None,7,0.32,250199,None,,0,0,0,0,247.2,149,103,0,None,,0,3,0,None,0,1.58,0.07,3.16,0.14,1.58,31.9,1.47,0.07,Nicolás,0,395,121,27,1.24,0,FALSE,89.4,146,84,519,FALSE,410.2,154,69,1954,Knee injury - Expected back 04 Oct,2025-07-21T10:00:04.988497Z,50,280,176,p250199,0,0,None,0,,250199.jpg,1.6,294,136,0,10,FALSE,0,0,Domínguez,0,668,300,FALSE,None,23,1.06,i,16,17,01/09/2023,237,126,83,54,0,0,0,0,0,10.8,Dominguez,9
0,14/10/1998,0,0,FALSE,TRUE,0,None,0,0,243345,None,,0,0,0,0,0,602,254,0,None,,0,3,0,None,0,0,0,0,0,0,0,0,0,Lewis,0,389,117,0,0,0,FALSE,0,604,254,520,FALSE,0,604,254,0,Has joined Wrexham permanently.,2025-07-25T14:55:12.030109Z,50,274,172,p243345,0,0,None,0,,243345.jpg,0,605,255,0,241,FALSE,0,0,O'Brien,0,655,292,FALSE,None,0,0,u,16,17,20/07/2022,0,593,249,0,0,0,0,0,0,0,O'Brien,0
1,02/12/1997,0,107,TRUE,TRUE,None,None,2,0.31,210462,None,,0,0,0,0,80.3,250,139,0,None,,0,3,1.5,None,0,0.21,0.03,0.23,0.03,0.02,8.41,1.3,0,Ibrahim,0,370,107,6,0.92,0,FALSE,23.2,298,146,521,FALSE,130.6,288,137,584,,None,50,255,162,p210462,0,0,None,0,,210462.jpg,1.5,305,143,0,54,FALSE,0,0,Sangaré,0.1,547,204,FALSE,None,7,1.08,a,16,17,01/09/2023,21,302,158,20,0,0,0,0,0,4,Sangaré,3
2,21/11/1997,3,306,TRUE,TRUE,None,None,6,0.28,204968,None,,0,0,0,0,241.1,152,106,0,None,,0,3,1.5,None,0,0.47,0.02,2.88,0.13,2.41,27.84,1.32,0.11,Ryan,0,364,103,27,1.28,2,FALSE,85.4,157,88,522,FALSE,344.4,183,84,1901,,None,50,249,158,p204968,0,0,None,0,,204968.jpg,1.9,257,115,0,241,FALSE,0,0,Yates,0.2,455,147,FALSE,None,18,0.85,a,16,17,01/08/2018,265,111,76,67,0,0,0,0,0,13.4,Yates,10
0,03/05/2006,0,9,TRUE,TRUE,None,None,0,0,569014,None,,0,0,0,0,0.3,373,181,0,None,,0,3,1,None,0,0,0,0,0,0,0.31,1,0,Eric,0,290,60,0,0,0,FALSE,0.6,380,178,523,FALSE,5.2,371,174,28,,None,45,512,282,p569014,0,0,None,0,,569014.jpg,1,360,163,0,80,FALSE,0,0,da Silva Moreira,0.2,430,139,FALSE,None,0,0,a,16,17,01/07/2024,0,550,228,2,0,0,0,0,0,0.4,Da Silva Moreira,0
0,19/02/2002,0,0,TRUE,TRUE,None,None,0,0,495161,None,,0,0,0,0,0,531,210,0,None,,0,3,1,None,0,0,0,0,0,0,0,0,0,Marko,0,243,31,0,0,0,FALSE,0,535,210,524,FALSE,0,535,210,0,,None,45,465,253,p495161,0,0,None,0,,495161.jpg,0,538,211,0,154,FALSE,0,0,Stamenić,0.1,585,235,FALSE,None,0,0,a,16,17,27/06/2024,0,512,202,0,0,0,0,0,0,0,Stamenic,0
3,07/12/1991,41,744,TRUE,TRUE,None,None,15,0.46,60689,None,,0,0,0,0,320,113,12,0,None,,0,4,2.4,None,0,1.59,0.05,15.01,0.46,13.42,40.64,1.24,0.41,Chris,0,641,59,37,1.13,20,FALSE,205.6,28,6,525,FALSE,838.4,22,5,2958,,None,75,19,7,p60689,0,0,1,0,,60689.jpg,5.6,7,4,0,154,FALSE,0,0,Wood,15.4,25,6,FALSE,None,35,1.06,a,16,17,01/07/2023,900,18,9,200,0,0,0,0,0,26.7,Wood,1
0,25/02/2001,0,0,TRUE,TRUE,None,None,0,0,482973,None,,0,0,0,0,0,661,67,0,None,,0,4,2,None,0,0,0,0,0,0,0,0,0,Igor Jesus,0,587,46,0,0,0,FALSE,0,661,67,526,FALSE,0,661,67,0,,None,60,106,25,p482973,0,0,None,0,,482973.jpg,0,661,67,0,30,FALSE,0,0,Maciel da Cruz,1.4,163,30,FALSE,None,0,0,a,16,17,05/07/2025,0,660,67,0,0,0,0,0,0,0,Igor Jesus,0
0,12/08/1997,0,89,TRUE,TRUE,None,None,1,0.23,210156,None,,0,0,0,0,40.9,291,28,0,None,,0,4,1.7,None,0,0.12,0.03,2.27,0.52,2.15,6.65,1.5,0.49,Taiwo,0,493,34,10,2.26,1,FALSE,21.9,302,28,527,FALSE,67,320,28,398,,None,55,143,30,p210156,0,0,None,0,,210156.jpg,1.2,330,31,0,157,FALSE,0,0,Awoniyi,0.7,215,43,FALSE,None,3,0.68,a,16,17,25/06/2022,118,207,27,32,0,0,0,0,0,5.8,Awoniyi,0
0,10/05/2000,0,0,TRUE,TRUE,None,None,0,0,232571,None,,0,0,0,0,0,499,67,0,None,,0,1,1.8,None,0,0,0,0,0,0,0,0,0,Anthony,0,188,55,0,0,0,FALSE,0,503,71,528,FALSE,0,503,71,0,,None,45,410,26,p232571,0,0,None,0,,232571.jpg,0,506,71,0,241,FALSE,0,0,Patterson,0.6,239,34,FALSE,None,0,0,a,17,56,09/10/2018,0,478,56,0,0,0,0,0,0,0,Patterson,0
0,19/05/1990,0,0,TRUE,TRUE,None,None,0,0,74854,None,,0,0,0,0,0,382,22,0,None,,0,1,0.5,None,0,0,0,0,0,0,0,0,0,Simon,0,6,5,0,0,0,FALSE,0,394,33,529,FALSE,0,394,33,0,,None,40,550,37,p74854,0,0,None,0,,74854.jpg,0,398,34,0,241,FALSE,0,0,Moore,0.7,226,30,FALSE,None,0,0,a,17,56,01/07/2024,0,348,7,0,0,0,0,0,0,0,Moore,0
0,31/05/2001,0,0,TRUE,TRUE,None,None,0,0,490000,None,,0,0,0,0,0,439,51,0,None,,0,1,0.5,None,0,0,0,0,0,0,0,0,0,Blondy,0,72,35,0,0,0,FALSE,0,449,60,530,FALSE,0,449,60,0,,None,40,616,67,p490000,0,0,None,0,,490000.jpg,0,452,60,0,38,FALSE,0,0,Nna Noukeu,0.3,363,49,FALSE,None,0,0,a,17,56,02/08/2024,0,409,37,0,0,0,0,0,0,0,Nna Noukeu,0
0,22/09/1999,0,0,TRUE,TRUE,None,None,0,0,223827,None,,0,0,0,0,0,496,206,0,None,,0,2,1.4,None,0,0,0,0,0,0,0,0,0,Daniel,0,180,120,0,0,0,FALSE,0,501,207,531,FALSE,0,501,207,0,,None,45,402,100,p223827,0,0,None,0,,223827.jpg,0,504,207,0,242,FALSE,0,0,Ballard,0.3,367,145,FALSE,None,0,0,a,17,56,01/07/2022,0,475,205,0,0,0,0,0,0,0,Ballard,0
